               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.021385,            0.021072,           0.0021259,             0.99495,             0.99832,             0.99497,             0.86394,            0.014354,           0.0083776,          0.00072076,            0.005116,            0.005116,            0.005116
                 150,            0.020856,            0.020072,           0.0017441,             0.99848,             0.99703,               0.995,             0.87704,            0.013466,           0.0079298,          0.00071411,            0.005083,            0.005083,            0.005083
                 151,            0.023068,            0.020936,           0.0025272,             0.99687,             0.99972,               0.995,             0.88777,            0.013557,           0.0079006,          0.00072378,             0.00505,             0.00505,             0.00505
                 152,            0.019897,            0.021364,           0.0015013,             0.99371,             0.99934,               0.995,             0.89147,            0.012622,           0.0078843,          0.00075143,            0.005017,            0.005017,            0.005017
                 153,            0.019853,            0.020286,           0.0019281,             0.99793,             0.99928,               0.995,             0.88163,            0.013136,           0.0078775,          0.00077154,            0.004984,            0.004984,            0.004984
                 154,            0.020118,            0.021022,           0.0018644,             0.99728,             0.99951,               0.995,             0.88565,            0.012926,           0.0080788,          0.00077209,            0.004951,            0.004951,            0.004951
                 155,            0.019936,            0.019094,           0.0018253,             0.99862,             0.99944,               0.995,             0.88151,             0.01369,           0.0081131,          0.00075525,            0.004918,            0.004918,            0.004918
                 156,             0.01934,            0.019522,           0.0014232,             0.99895,                   1,               0.995,             0.88811,            0.013018,           0.0078038,           0.0007479,            0.004885,            0.004885,            0.004885
                 157,            0.020312,            0.019375,           0.0023626,             0.99764,                   1,               0.995,             0.89056,            0.013329,           0.0077581,          0.00072858,            0.004852,            0.004852,            0.004852
                 158,            0.021694,            0.019865,           0.0017215,             0.99479,             0.99944,               0.995,             0.87935,             0.01402,            0.007976,          0.00072282,            0.004819,            0.004819,            0.004819
                 159,             0.02145,            0.021594,           0.0021497,             0.99519,             0.99971,               0.995,             0.88428,            0.013193,           0.0079935,           0.0007165,            0.004786,            0.004786,            0.004786
                 160,            0.019865,             0.01841,            0.002479,             0.99768,                   1,               0.995,             0.88029,            0.013922,           0.0079389,          0.00072699,            0.004753,            0.004753,            0.004753
                 161,            0.020578,            0.019837,           0.0015748,             0.99593,             0.99954,               0.995,             0.89008,            0.012655,           0.0076867,          0.00079711,             0.00472,             0.00472,             0.00472
                 162,            0.019366,            0.019728,           0.0017307,             0.99656,             0.99821,               0.995,             0.87477,            0.013736,           0.0080634,          0.00074476,            0.004687,            0.004687,            0.004687
                 163,            0.020712,            0.021653,           0.0018302,             0.99881,                   1,               0.995,             0.88852,             0.01268,           0.0076943,          0.00075121,            0.004654,            0.004654,            0.004654
                 164,            0.020079,            0.023008,           0.0023972,             0.99813,             0.99982,               0.995,             0.87969,            0.013471,           0.0078058,          0.00071543,            0.004621,            0.004621,            0.004621
                 165,            0.020269,            0.020029,           0.0023963,             0.99879,             0.99953,               0.995,              0.9008,            0.012423,           0.0075154,          0.00069828,            0.004588,            0.004588,            0.004588
                 166,            0.020113,            0.020127,            0.001881,             0.99889,             0.99995,               0.995,             0.87734,            0.012834,           0.0081391,          0.00068978,            0.004555,            0.004555,            0.004555
                 167,            0.020651,             0.02173,           0.0017856,             0.99895,                   1,               0.995,             0.89335,            0.012771,           0.0075631,          0.00066814,            0.004522,            0.004522,            0.004522
                 168,            0.020549,            0.019277,           0.0015585,              0.9991,                   1,               0.995,             0.89012,            0.012924,           0.0075425,          0.00066229,            0.004489,            0.004489,            0.004489
                 169,              0.0196,            0.017569,           0.0023354,             0.99883,                   1,               0.995,             0.89843,            0.012557,           0.0075343,          0.00064322,            0.004456,            0.004456,            0.004456
                 170,            0.020074,            0.018683,           0.0070777,             0.99764,                   1,               0.995,             0.88773,            0.012432,           0.0075336,           0.0006443,            0.004423,            0.004423,            0.004423
                 171,            0.018345,            0.019059,           0.0019761,             0.99806,             0.99938,               0.995,             0.87516,            0.013299,           0.0076508,          0.00063683,             0.00439,             0.00439,             0.00439
                 172,            0.020975,            0.018667,           0.0017369,             0.99758,             0.99967,               0.995,             0.87323,            0.013349,           0.0076349,          0.00063035,            0.004357,            0.004357,            0.004357
                 173,            0.019406,            0.020526,           0.0015998,             0.99757,                   1,               0.995,             0.89067,            0.011964,            0.007547,          0.00064573,            0.004324,            0.004324,            0.004324
                 174,            0.018479,            0.017427,           0.0021876,             0.99523,                   1,               0.995,             0.88749,            0.012466,           0.0074763,           0.0006615,            0.004291,            0.004291,            0.004291
                 175,            0.019511,            0.020269,           0.0021428,             0.99711,                   1,               0.995,             0.88434,            0.012842,            0.007684,          0.00066538,            0.004258,            0.004258,            0.004258
                 176,            0.019523,            0.018327,           0.0015505,             0.99809,                   1,               0.995,             0.89082,            0.013059,           0.0076315,          0.00067212,            0.004225,            0.004225,            0.004225
                 177,            0.018668,            0.020898,           0.0017666,             0.99806,                   1,               0.995,             0.89685,            0.012102,           0.0075041,          0.00067698,            0.004192,            0.004192,            0.004192
                 178,            0.017229,             0.01811,           0.0013728,             0.99885,             0.99873,               0.995,             0.90079,            0.011632,            0.007392,          0.00067924,            0.004159,            0.004159,            0.004159
                 179,            0.019346,             0.02405,           0.0020842,              0.9961,             0.99914,               0.995,               0.896,            0.012003,           0.0073557,          0.00066175,            0.004126,            0.004126,            0.004126
                 180,            0.019558,             0.01792,           0.0022107,             0.99847,             0.99992,               0.995,             0.90226,            0.011665,           0.0072378,           0.0006924,            0.004093,            0.004093,            0.004093
                 181,            0.017826,            0.019835,           0.0026341,             0.99838,             0.99921,               0.995,             0.90525,            0.011906,           0.0074975,          0.00069876,             0.00406,             0.00406,             0.00406
                 182,            0.019269,            0.018835,           0.0019226,             0.99915,             0.99887,               0.995,             0.89072,            0.012896,           0.0076525,          0.00065641,            0.004027,            0.004027,            0.004027
                 183,            0.018313,            0.018815,           0.0021878,             0.99868,             0.99885,               0.995,             0.89268,            0.012407,           0.0077443,          0.00066481,            0.003994,            0.003994,            0.003994
                 184,            0.018168,             0.01675,           0.0015327,             0.99797,             0.99949,               0.995,             0.88243,             0.01283,           0.0076435,          0.00068477,            0.003961,            0.003961,            0.003961
                 185,            0.019257,            0.020531,           0.0021145,             0.99675,             0.99987,               0.995,             0.89922,            0.011722,           0.0073436,          0.00064392,            0.003928,            0.003928,            0.003928
                 186,            0.017849,            0.017134,           0.0014164,             0.99496,             0.99878,               0.995,             0.88863,            0.013621,            0.007523,          0.00060657,            0.003895,            0.003895,            0.003895
                 187,            0.019481,            0.017519,           0.0021771,             0.99694,             0.99943,               0.995,             0.89445,            0.012422,            0.007408,           0.0006072,            0.003862,            0.003862,            0.003862
                 188,            0.017187,            0.019371,           0.0015029,             0.99608,                   1,               0.995,              0.9058,            0.011333,           0.0071037,           0.0006039,            0.003829,            0.003829,            0.003829
                 189,            0.018563,            0.020705,           0.0018317,             0.99621,                   1,               0.995,             0.90757,            0.011652,           0.0071049,          0.00060358,            0.003796,            0.003796,            0.003796
                 190,            0.018917,            0.018406,           0.0014965,             0.99853,                   1,               0.995,             0.90875,            0.011412,            0.007148,          0.00059376,            0.003763,            0.003763,            0.003763
                 191,            0.018611,            0.018286,           0.0018347,             0.99854,                   1,               0.995,             0.89854,            0.011588,           0.0071164,          0.00058745,             0.00373,             0.00373,             0.00373
                 192,            0.019082,            0.018442,           0.0016439,             0.99714,             0.99989,               0.995,             0.89632,            0.011973,           0.0074979,          0.00060113,            0.003697,            0.003697,            0.003697
                 193,            0.018156,            0.017862,           0.0016503,             0.99666,                   1,               0.995,             0.90151,            0.012407,           0.0073111,          0.00061927,            0.003664,            0.003664,            0.003664
                 194,            0.018549,            0.019199,           0.0014422,             0.99898,                   1,               0.995,             0.90064,            0.011793,           0.0073905,          0.00062432,            0.003631,            0.003631,            0.003631
                 195,            0.018632,            0.017171,           0.0020929,             0.99862,                   1,               0.995,             0.90179,            0.011655,           0.0072998,          0.00062145,            0.003598,            0.003598,            0.003598
                 196,            0.018236,             0.02059,           0.0023297,             0.99877,                   1,               0.995,             0.90196,            0.011508,           0.0071863,          0.00060701,            0.003565,            0.003565,            0.003565
                 197,            0.017405,            0.017632,           0.0014714,              0.9986,             0.99937,               0.995,             0.90693,            0.011764,           0.0070945,          0.00056734,            0.003532,            0.003532,            0.003532
                 198,            0.018892,            0.016606,           0.0017801,             0.99862,             0.99883,               0.995,             0.90639,            0.010941,           0.0070805,           0.0005517,            0.003499,            0.003499,            0.003499
                 199,            0.015608,            0.015862,          0.00086986,             0.99773,             0.99946,               0.995,             0.90838,            0.011341,            0.007117,          0.00053452,            0.003466,            0.003466,            0.003466
                 200,            0.017788,             0.01727,           0.0016552,             0.99795,             0.99949,               0.995,             0.90939,            0.011607,           0.0071282,          0.00053058,            0.003433,            0.003433,            0.003433
                 201,            0.016878,            0.018577,           0.0016531,             0.99725,             0.99938,               0.995,             0.90538,            0.011078,           0.0070503,          0.00052287,              0.0034,              0.0034,              0.0034
                 202,            0.017948,            0.019097,           0.0017882,             0.99756,             0.99873,               0.995,             0.91485,            0.010916,           0.0070856,          0.00053525,            0.003367,            0.003367,            0.003367
                 203,            0.018005,            0.019629,           0.0014285,             0.99758,                   1,               0.995,             0.91307,            0.011384,           0.0069172,          0.00053628,            0.003334,            0.003334,            0.003334
                 204,            0.017902,            0.019024,           0.0020941,             0.99779,                   1,               0.995,             0.91068,            0.011307,           0.0069617,          0.00053228,            0.003301,            0.003301,            0.003301
                 205,            0.016759,            0.018767,           0.0012365,              0.9979,                   1,               0.995,             0.91127,             0.01112,           0.0068378,          0.00052156,            0.003268,            0.003268,            0.003268
                 206,             0.01816,            0.017651,           0.0012195,             0.99854,             0.99945,               0.995,             0.90584,            0.011287,           0.0068828,          0.00051503,            0.003235,            0.003235,            0.003235
                 207,            0.018796,            0.020393,           0.0017325,             0.99905,              0.9997,               0.995,             0.89889,            0.011282,           0.0067821,          0.00051463,            0.003202,            0.003202,            0.003202
                 208,            0.016812,             0.01945,           0.0019975,             0.99871,             0.99964,               0.995,             0.90926,            0.010927,           0.0068401,          0.00051036,            0.003169,            0.003169,            0.003169
                 209,            0.018087,            0.019715,           0.0014435,               0.999,                   1,               0.995,             0.91012,            0.011131,           0.0067861,          0.00049577,            0.003136,            0.003136,            0.003136
                 210,            0.016983,            0.018304,           0.0014261,             0.99869,                   1,               0.995,             0.90337,            0.011467,           0.0068329,          0.00048909,            0.003103,            0.003103,            0.003103
                 211,             0.01712,            0.017999,            0.001306,             0.99897,                   1,               0.995,             0.91348,            0.010565,           0.0067039,          0.00048669,             0.00307,             0.00307,             0.00307
                 212,            0.016561,            0.017613,           0.0010925,             0.99873,             0.99944,               0.995,             0.91147,            0.010473,           0.0067036,          0.00048715,            0.003037,            0.003037,            0.003037
                 213,            0.015342,            0.016749,           0.0013011,             0.99842,              0.9994,               0.995,             0.90924,            0.010332,           0.0066578,          0.00048509,            0.003004,            0.003004,            0.003004
                 214,            0.015918,            0.016544,           0.0012892,             0.99803,                   1,               0.995,             0.91645,            0.010158,           0.0065199,           0.0004886,            0.002971,            0.002971,            0.002971
                 215,             0.01761,            0.017646,           0.0013488,             0.99704,                   1,               0.995,             0.91598,            0.010226,           0.0065486,          0.00049241,            0.002938,            0.002938,            0.002938
                 216,            0.017357,            0.018718,           0.0017069,             0.99779,                   1,               0.995,             0.90662,             0.01082,            0.006537,          0.00049208,            0.002905,            0.002905,            0.002905
                 217,            0.015327,            0.018447,           0.0013186,             0.99796,                   1,               0.995,             0.91704,            0.010229,            0.006506,          0.00048633,            0.002872,            0.002872,            0.002872
                 218,            0.015765,            0.016889,           0.0015885,              0.9943,             0.99849,               0.995,             0.92108,           0.0099454,           0.0064286,          0.00047975,            0.002839,            0.002839,            0.002839
                 219,            0.015619,            0.017482,            0.001162,              0.9937,             0.99891,               0.995,             0.91548,            0.010508,            0.006493,          0.00047092,            0.002806,            0.002806,            0.002806
                 220,            0.016813,            0.017122,           0.0037029,             0.99834,              0.9983,               0.995,             0.92245,            0.010118,           0.0064268,          0.00046452,            0.002773,            0.002773,            0.002773
                 221,            0.015574,            0.017105,           0.0014351,             0.99762,             0.99928,               0.995,             0.91867,                0.01,           0.0065215,          0.00045525,             0.00274,             0.00274,             0.00274
                 222,            0.015549,            0.015008,          0.00089409,             0.99859,             0.99922,               0.995,             0.92219,            0.010342,           0.0063349,          0.00044655,            0.002707,            0.002707,            0.002707
                 223,            0.016322,            0.016014,           0.0010952,             0.99779,                   1,               0.995,             0.92614,           0.0098518,           0.0063495,          0.00044349,            0.002674,            0.002674,            0.002674
                 224,            0.016996,             0.01908,            0.001462,             0.99798,             0.99964,               0.995,             0.92526,             0.00994,           0.0063548,          0.00044009,            0.002641,            0.002641,            0.002641
                 225,            0.015777,            0.016529,          0.00086767,             0.99694,                   1,               0.995,             0.91783,            0.009807,           0.0065038,          0.00043437,            0.002608,            0.002608,            0.002608
                 226,               0.015,             0.01778,           0.0009431,             0.99646,                   1,               0.995,             0.91565,            0.010436,           0.0065799,          0.00042345,            0.002575,            0.002575,            0.002575
                 227,            0.016732,            0.019465,            0.001615,             0.99643,                   1,               0.995,             0.91013,            0.010459,           0.0066431,          0.00042618,            0.002542,            0.002542,            0.002542
                 228,             0.01559,            0.016434,           0.0010727,             0.99729,                   1,               0.995,              0.9169,            0.010039,           0.0067549,          0.00042763,            0.002509,            0.002509,            0.002509
                 229,            0.016507,            0.017326,           0.0010683,             0.99783,             0.99949,               0.995,             0.91812,           0.0099713,           0.0065525,          0.00043043,            0.002476,            0.002476,            0.002476
                 230,             0.01536,            0.016871,           0.0010525,              0.9992,             0.99898,               0.995,             0.92275,             0.01003,           0.0063872,          0.00042321,            0.002443,            0.002443,            0.002443
                 231,            0.016175,            0.015571,           0.0014377,             0.99892,             0.99948,               0.995,             0.92011,           0.0099536,           0.0063163,           0.0004154,             0.00241,             0.00241,             0.00241
                 232,            0.015738,            0.016933,           0.0020023,             0.99868,             0.99932,               0.995,             0.92183,           0.0096924,           0.0062973,          0.00041323,            0.002377,            0.002377,            0.002377
                 233,            0.015076,            0.016302,           0.0011859,             0.99874,             0.99914,               0.995,              0.9294,           0.0096905,            0.006175,          0.00041252,            0.002344,            0.002344,            0.002344
                 234,            0.015101,             0.01707,           0.0010813,             0.99868,             0.99924,               0.995,              0.9337,           0.0095993,           0.0061276,          0.00041067,            0.002311,            0.002311,            0.002311
                 235,            0.015118,            0.016199,           0.0010048,             0.99852,             0.99892,               0.995,             0.93784,           0.0095645,              0.0061,          0.00040739,            0.002278,            0.002278,            0.002278
                 236,            0.015167,            0.015286,          0.00094898,             0.99873,             0.99725,               0.995,             0.92402,            0.010149,           0.0062582,          0.00039987,            0.002245,            0.002245,            0.002245
                 237,            0.015396,            0.016937,           0.0012986,             0.99803,                   1,               0.995,             0.92393,           0.0095962,           0.0063797,           0.0003909,            0.002212,            0.002212,            0.002212
                 238,            0.015195,            0.017192,          0.00099892,              0.9982,             0.99882,               0.995,             0.93528,           0.0093515,           0.0062339,          0.00038505,            0.002179,            0.002179,            0.002179
                 239,            0.014371,            0.015889,          0.00067203,             0.99892,             0.99908,               0.995,             0.93159,            0.009369,           0.0061374,          0.00037888,            0.002146,            0.002146,            0.002146
                 240,            0.015772,            0.017087,           0.0015677,             0.99907,             0.99911,               0.995,             0.93565,           0.0092366,           0.0061005,          0.00037693,            0.002113,            0.002113,            0.002113
                 241,            0.014539,            0.015755,           0.0014358,             0.99918,             0.99915,               0.995,             0.93583,           0.0092068,           0.0060217,          0.00037363,             0.00208,             0.00208,             0.00208
                 242,            0.015397,            0.014634,          0.00096403,             0.99915,             0.99945,               0.995,             0.93542,           0.0094815,           0.0059803,          0.00036999,            0.002047,            0.002047,            0.002047
                 243,            0.015112,             0.01444,           0.0010028,             0.99917,                   1,               0.995,               0.937,           0.0092812,           0.0060317,          0.00036685,            0.002014,            0.002014,            0.002014
                 244,            0.015541,            0.017706,           0.0012196,             0.99894,                   1,               0.995,             0.93544,           0.0091045,           0.0059843,          0.00036376,            0.001981,            0.001981,            0.001981
                 245,            0.015513,            0.016469,           0.0012091,             0.99877,                   1,               0.995,             0.94234,            0.009097,           0.0059166,          0.00035923,            0.001948,            0.001948,            0.001948
                 246,            0.016557,            0.017408,           0.0016919,              0.9992,                   1,               0.995,              0.9428,           0.0089235,           0.0058467,           0.0003546,            0.001915,            0.001915,            0.001915
                 247,            0.016385,            0.016233,           0.0012222,             0.99919,                   1,               0.995,             0.93902,           0.0093225,           0.0059131,          0.00035334,            0.001882,            0.001882,            0.001882
                 248,             0.01633,            0.017411,           0.0014365,             0.99917,                   1,               0.995,             0.94229,           0.0091625,            0.005958,          0.00035245,            0.001849,            0.001849,            0.001849
                 249,            0.014043,            0.014575,          0.00091137,             0.99897,                   1,               0.995,             0.93422,           0.0094315,           0.0060997,          0.00035079,            0.001816,            0.001816,            0.001816
                 250,            0.015218,            0.015244,           0.0010012,             0.99885,                   1,               0.995,             0.93885,           0.0089436,           0.0059668,           0.0003466,            0.001783,            0.001783,            0.001783
                 251,            0.016277,             0.01794,           0.0013609,             0.99875,                   1,               0.995,             0.93536,           0.0090759,           0.0059911,          0.00034298,             0.00175,             0.00175,             0.00175
                 252,            0.017206,            0.019031,           0.0018933,             0.99855,                   1,               0.995,              0.9372,           0.0092553,           0.0059245,          0.00033868,            0.001717,            0.001717,            0.001717
                 253,            0.014933,            0.015492,          0.00085354,             0.99844,                   1,               0.995,             0.94112,            0.008995,           0.0059121,          0.00033673,            0.001684,            0.001684,            0.001684
                 254,            0.015299,            0.017015,           0.0012513,             0.99817,             0.99988,               0.995,             0.93598,           0.0094503,           0.0060352,          0.00033672,            0.001651,            0.001651,            0.001651
                 255,            0.015563,            0.015326,          0.00090098,             0.99851,             0.99994,               0.995,             0.94093,           0.0090884,           0.0061085,          0.00033465,            0.001618,            0.001618,            0.001618
                 256,             0.01502,            0.017028,            0.001043,             0.99891,                   1,               0.995,             0.94798,           0.0086962,           0.0058903,          0.00032607,            0.001585,            0.001585,            0.001585
                 257,            0.015026,            0.015755,           0.0012289,             0.99906,             0.99994,               0.995,             0.94734,           0.0090013,             0.00584,          0.00032188,            0.001552,            0.001552,            0.001552
                 258,            0.014825,            0.016818,          0.00077965,             0.99908,             0.99999,               0.995,               0.948,           0.0088694,           0.0058771,          0.00032182,            0.001519,            0.001519,            0.001519
                 259,            0.013209,            0.015244,          0.00082011,              0.9993,             0.99991,               0.995,             0.95078,           0.0087497,           0.0058223,          0.00032097,            0.001486,            0.001486,            0.001486
                 260,            0.014306,            0.015361,           0.0010348,             0.99926,                   1,               0.995,             0.94119,           0.0088147,           0.0058552,          0.00031989,            0.001453,            0.001453,            0.001453
                 261,            0.013909,            0.015793,           0.0011143,             0.99888,                   1,               0.995,             0.94306,           0.0088492,           0.0060478,          0.00031784,             0.00142,             0.00142,             0.00142
                 262,            0.014442,            0.016417,           0.0012341,             0.99898,                   1,               0.995,             0.94231,           0.0088866,           0.0060544,          0.00031582,            0.001387,            0.001387,            0.001387
                 263,            0.013627,            0.014976,           0.0017476,             0.99908,                   1,               0.995,             0.94211,           0.0088418,           0.0060414,          0.00031332,            0.001354,            0.001354,            0.001354
                 264,            0.013458,            0.014593,           0.0010525,              0.9993,                   1,               0.995,             0.94653,           0.0089713,           0.0059613,          0.00030954,            0.001321,            0.001321,            0.001321
                 265,             0.01359,            0.018096,           0.0010272,             0.99702,                   1,               0.995,             0.94798,           0.0086531,           0.0057219,          0.00030616,            0.001288,            0.001288,            0.001288
                 266,            0.015312,            0.017354,           0.0016577,             0.99691,                   1,               0.995,             0.94847,           0.0088344,           0.0057592,          0.00030154,            0.001255,            0.001255,            0.001255
                 267,            0.014133,            0.017386,          0.00084523,             0.99682,                   1,               0.995,             0.94612,            0.008694,           0.0057877,          0.00029833,            0.001222,            0.001222,            0.001222
                 268,            0.014308,            0.017668,           0.0014515,             0.99654,                   1,             0.99498,             0.95105,           0.0087649,           0.0056798,          0.00029844,            0.001189,            0.001189,            0.001189
                 269,            0.013793,             0.01553,           0.0014981,             0.99645,                   1,             0.99498,             0.95001,           0.0086469,           0.0057677,          0.00029672,            0.001156,            0.001156,            0.001156
                 270,            0.014936,            0.016964,           0.0012346,             0.99667,                   1,             0.99498,             0.94697,           0.0085452,           0.0057271,          0.00029346,            0.001123,            0.001123,            0.001123
                 271,            0.013883,            0.014096,          0.00069517,             0.99708,                   1,               0.995,             0.94159,           0.0087397,           0.0058245,          0.00029059,             0.00109,             0.00109,             0.00109
                 272,            0.013595,            0.016998,           0.0013887,             0.99714,                   1,               0.995,             0.94609,           0.0085449,           0.0057466,          0.00028577,            0.001057,            0.001057,            0.001057
                 273,            0.013827,            0.017052,           0.0010429,             0.99718,                   1,               0.995,              0.9476,           0.0084791,           0.0057021,          0.00028166,            0.001024,            0.001024,            0.001024
                 274,            0.013843,            0.016177,          0.00088956,             0.99719,                   1,               0.995,             0.95119,           0.0084406,           0.0056853,          0.00027617,            0.000991,            0.000991,            0.000991
                 275,            0.014636,            0.015613,           0.0010983,             0.99732,                   1,               0.995,             0.95121,           0.0083681,           0.0056218,          0.00026911,            0.000958,            0.000958,            0.000958
                 276,            0.013296,            0.014995,          0.00072789,             0.99937,             0.99998,               0.995,             0.94812,           0.0086958,            0.005652,           0.0002638,            0.000925,            0.000925,            0.000925
                 277,            0.012878,            0.015155,          0.00078533,             0.99916,                   1,               0.995,             0.94563,           0.0084808,           0.0057924,          0.00026201,            0.000892,            0.000892,            0.000892
                 278,            0.012357,            0.014552,          0.00099475,               0.999,                   1,               0.995,             0.95269,           0.0083117,            0.005645,          0.00025814,            0.000859,            0.000859,            0.000859
                 279,            0.012958,            0.015875,           0.0010297,             0.99869,                   1,               0.995,              0.9508,           0.0082883,           0.0056614,          0.00025517,            0.000826,            0.000826,            0.000826
                 280,            0.014788,            0.013948,           0.0021554,             0.99871,                   1,               0.995,             0.95002,           0.0085617,           0.0058235,          0.00025347,            0.000793,            0.000793,            0.000793
                 281,            0.013582,            0.015231,          0.00062057,             0.99897,                   1,               0.995,             0.95134,           0.0084568,           0.0057302,          0.00025175,             0.00076,             0.00076,             0.00076
                 282,            0.013816,            0.015945,           0.0010438,             0.99929,                   1,               0.995,             0.95432,           0.0083283,           0.0056171,          0.00024933,            0.000727,            0.000727,            0.000727
                 283,            0.012908,            0.016087,           0.0011611,              0.9992,                   1,               0.995,             0.95662,           0.0082441,           0.0055791,          0.00024778,            0.000694,            0.000694,            0.000694
                 284,            0.011586,            0.013706,          0.00069562,             0.99928,                   1,               0.995,             0.95529,            0.008304,           0.0056237,          0.00024794,            0.000661,            0.000661,            0.000661
                 285,            0.013582,            0.014399,          0.00086694,             0.99906,                   1,               0.995,             0.95637,           0.0082742,           0.0055866,          0.00024744,            0.000628,            0.000628,            0.000628
                 286,            0.013771,            0.017518,           0.0013084,             0.99912,                   1,               0.995,             0.95336,           0.0082282,           0.0055891,          0.00024453,            0.000595,            0.000595,            0.000595
                 287,            0.012936,            0.014683,          0.00075096,             0.99908,                   1,               0.995,             0.95627,           0.0082564,           0.0055651,          0.00024232,            0.000562,            0.000562,            0.000562
                 288,            0.015115,            0.016862,            0.001116,             0.99902,                   1,               0.995,             0.95584,           0.0081999,           0.0055793,          0.00024168,            0.000529,            0.000529,            0.000529
                 289,            0.013453,            0.014465,          0.00092316,             0.99899,                   1,               0.995,             0.95235,           0.0082891,           0.0055761,          0.00024035,            0.000496,            0.000496,            0.000496
                 290,            0.013855,            0.014754,           0.0012901,             0.99914,                   1,               0.995,             0.95714,           0.0081884,           0.0055044,          0.00023846,            0.000463,            0.000463,            0.000463
                 291,            0.012132,            0.013919,            0.001015,             0.99915,                   1,               0.995,             0.95627,           0.0081268,           0.0054352,          0.00023538,             0.00043,             0.00043,             0.00043
                 292,            0.013669,            0.015898,           0.0012788,             0.99925,                   1,               0.995,             0.95286,            0.008167,           0.0054434,          0.00023356,            0.000397,            0.000397,            0.000397
                 293,            0.014025,            0.017953,          0.00085652,             0.99924,                   1,               0.995,             0.95291,           0.0081542,            0.005519,          0.00023253,            0.000364,            0.000364,            0.000364
                 294,            0.013165,            0.016101,          0.00094934,             0.99921,                   1,               0.995,             0.95828,           0.0080809,           0.0054296,          0.00023079,            0.000331,            0.000331,            0.000331
                 295,            0.012633,            0.015953,          0.00094883,              0.9993,                   1,               0.995,             0.95747,           0.0080326,           0.0053954,          0.00022862,            0.000298,            0.000298,            0.000298
                 296,            0.012935,            0.014764,          0.00083018,             0.99927,                   1,               0.995,             0.95637,           0.0079204,           0.0053686,          0.00022819,            0.000265,            0.000265,            0.000265
                 297,            0.013748,            0.016518,           0.0010179,             0.99931,                   1,               0.995,              0.9558,           0.0078874,           0.0053788,          0.00022797,            0.000232,            0.000232,            0.000232
                 298,            0.013512,            0.015371,          0.00074515,             0.99931,                   1,               0.995,             0.95809,            0.007926,           0.0054084,          0.00022709,            0.000199,            0.000199,            0.000199
                 299,            0.011927,            0.014655,          0.00055308,             0.99931,                   1,               0.995,             0.95747,           0.0079115,           0.0054051,          0.00022629,            0.000166,            0.000166,            0.000166
